암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,좌표(X),좌표(Y)
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,우리허브병원,21,병원,230000,대구,230100,대구달성군,현풍읍,43017,"대구광역시 달성군 현풍읍 테크노상업로 30, 3층~7층 일부, 8층, 9층 & 테크노상업로 26, 6~7층",053-716-6330,,20230814,128.4538535,35.6916581
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz,우리호병원,21,병원,310000,경기,312002,용인수지구,풍덕천동,16841,"경기도 용인시 수지구 문정로 15, 4~7층 (풍덕천동, 평은프라자)",031-272-0000,,20080303,127.0959113,37.3222113
JDU4MTI3MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,우먼피아여성병원,21,병원,310000,경기,310800,의정부시,신곡동,11775,"경기도 의정부시 청사로5번길 16, (신곡동)",031-853-7500,http://www.iwomanpia.com,20031128,127.0701079,37.7488555
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz,우암병원,21,병원,240000,광주,240002,광주북구,각화동,61139,"광주광역시 북구 동문대로248번길 10, (각화동)",062-260-2700,,20080917,126.9330176,35.1834101
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,우현병원,21,병원,310000,경기,311800,오산시,오산동,18138,"경기도 오산시 대원로 7, 오산프라자 (오산동)",031-378-0866,,20211123,127.0694953,37.146977
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ2MiQyNjEyMjIjNzEjJDEjJDgjJDgz,운암튼튼병원,21,병원,240000,광주,240002,광주북구,운암동,61263,"광주광역시 북구 하남대로 832, 1~4층 (운암동)",062-527-3333,,20230821,126.8834905,35.1705437
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQyIyQ3IyQwMCQyNjE0ODEjNjEjJDEjJDQjJDgz,운정와이즈병원,21,병원,310000,경기,312200,파주시,와동동,10894,"경기도 파주시 금바위로 50, 2~7,10,11층 (와동동)",031-937-8888,,20191206,126.7588583,37.7290287
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,울들병원,21,병원,260000,울산,260001,울산남구,신정동,44690,"울산광역시 남구 중앙로 228, 2~10층 (신정동)",052-706-1111,http://www.bestweare.com,20080703,129.3120313,35.5412877
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz,울산H병원,21,병원,260000,울산,260003,울산중구,반구동,44513,"울산광역시 중구 화합로 363, (반구동)",052-290-7100,,20120420,129.340714,35.5583544
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz,울산미즈병원,21,병원,260000,울산,260001,울산남구,무거동,44628,"울산광역시 남구 남산로 2, (무거동)",052-220-0100,www.ulsanmizhospital.co.kr/,20110801,129.270908,35.5523152
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNzEjJDEjJDgjJDgz,울산아동병원,21,병원,260000,울산,260004,울산북구,신천동,44224,"울산광역시 북구 호계로 332-1, (신천동)",052-282-7171,,20150101,129.3499375,35.6328987
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEyMjIjODEjJDEjJDIjJDgz,울산우리병원,21,병원,260000,울산,260001,울산남구,신정동,44687,"울산광역시 남구 번영로 195, 2층 (신정동, 동문아뮤티)",052-220-8000,http://www.ulsanwoori.com,20100121,129.3252804,35.5424902
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,울산청맥외과병원,21,병원,260000,울산,260001,울산남구,삼산동,44719,"울산광역시 남구 삼산로 274, 15층 (삼산동, W-CENTER)",052-266-2975,,20161205,129.3371409,35.5389443
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4MiQyNjE0ODEjNTEjJDEjJDYjJDgz,울진군의료원,21,병원,370000,경북,370019,울진군,울진읍,36324,"경상북도 울진군 울진읍 현내항길 71, (울진읍)",054-785-7015,www.umc.or.kr/,20030213,129.4095737,36.9926961
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ2MiQyNjE4MzIjNTEjJDEjJDIjJDgz,웅상센텀힐병원,21,병원,380000,경남,381100,양산시,평산동,50549,"경상남도 양산시 평산로 11, (평산동)",055-386-2600,,20180327,129.1537471,35.3813023
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQzNjEyMjIjNDEjJDEjJDQjJDgz,웅상좋은아이병원,21,병원,380000,경남,381100,양산시,평산동,50548,"경상남도 양산시 평산로 12, (평산동)",055-603-2070,,20120504,129.1537569,35.3817811
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz,워크재활의학과병원,21,병원,210000,부산,210013,부산연제구,연산동,47549,"부산광역시 연제구 고분로13번길 15, (연산동)",051-714-4119,,20140827,129.084186,35.186752
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjODEjJDEjJDYjJDgz,원당연세병원,21,병원,310000,경기,311901,고양덕양구,주교동,10461,"경기도 고양시 덕양구 호국로 781, 2,3,4,6,7층 (주교동)",031-1566-6256,,19991201,126.8354185,37.6562304
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz,원병원,21,병원,310000,경기,311500,남양주시,화도읍,12179,"경기도 남양주시 화도읍 경춘로 1943-16, (화도읍)",031-590-3114,http://wonh.kr,19970315,127.3043735,37.6519274
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,원주불로병원,21,병원,320000,강원,320400,원주시,학성동,26415,"강원특별자치도 원주시 평원로 165-0,  (학성동)",033-747-2000,,20180411,127.9444614,37.3562516
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz,원주성모병원,21,병원,320000,강원,320400,원주시,소초면,26309,"강원특별자치도 원주시 소초면 치악로 2473, (소초면)",033-741-5000,www.jyhospital.com/,20100114,127.9844989,37.3936695
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,원주센텀병원,21,병원,320000,강원,320400,원주시,무실동,26392,"강원특별자치도 원주시 능라동길 70-0, (무실동)",033-900-1111,,20180417,127.9302031,37.3337964
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,원주연세병원,21,병원,320000,강원,320400,원주시,학성동,26413,"강원특별자치도 원주시 원일로 230,  (학성동)",033-1670-2020,,20170816,127.9437571,37.3568173
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,원주우리병원,21,병원,320000,강원,320400,원주시,우산동,26337,"강원특별자치도 원주시 북원로 2572, 2572",033-743-9844,,20030415,127.9434,37.373665
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjODEjJDEjJDIjJDgz,원주카톨릭병원,21,병원,320000,강원,320400,원주시,학성동,26412,"강원특별자치도 원주시 남산로 199, (학성동, 원주카톨릭병원)",033-743-5412,,19900305,127.941138,37.35399
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjODEjJDEjJDIjJDgz,원주프라임병원,21,병원,320000,강원,320400,원주시,개운동,26448,"강원특별자치도 원주시 남원로 556-0, 지하1~6층 (개운동)",1522-3375,,20210722,127.9480045,37.3334933
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ4OSQyNjEwMDIjODEjJDEjJDYjJDgz,원흥아이제일병원,21,병원,310000,경기,311901,고양덕양구,원흥동,10560,"경기도 고양시 덕양구 권율대로 685, SIB타워 9,10층 (원흥동)",031-926-7000,,20200518,126.8740546,37.6512027
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz,원힐링병원,21,병원,240000,광주,240005,광주남구,월산동,61611,"광주광역시 남구 대남대로 373-1, 1~3, 5~7층 (월산동)",062-714-2700,,20171117,126.8908053,35.1444954
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz,웰니스병원,21,병원,210000,부산,210013,부산연제구,연산동,47551,"부산광역시 연제구 반송로 52, (연산동)",051-850-0500,www.uwellness.co.kr/,20041117,129.0858962,35.1890247
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjEwMDIjODEjJDEjJDIjJDgz,웰니스어린이병원,21,병원,330000,충북,330101,청주상당구,방서동,28787,"충청북도 청주시 상당구 2순환로2031번길 6-20,  (방서동)",043-225-7700,,20210415,127.5046466,36.5982248
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,웰봄병원,21,병원,310000,경기,311800,오산시,수청동,18114,"경기도 오산시 경기대로 534, 3층 303호, 5~10층 (수청동)",031-373-7585,,20190318,127.0640749,37.1706269
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQyIyQxIyQwMCQyNjEwMDIjNDEjJDEjJDQjJDgz,웰손병원,21,병원,310000,경기,311700,시흥시,배곧동,15011,"경기도 시흥시 서울대학로264번길 26-32, 배곧중앙프라자 4층 (배곧동)",031-505-0123,http://www.wellson.co.kr,20230523,126.7277422,37.366607
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,웰키즈아동병원,21,병원,230000,대구,230002,대구동구,신서동,41083,"대구광역시 동구 안심로 389, 3,4,5,6층 (신서동)",053-961-5959,,20220121,128.7265578,35.8692211
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,웰튼병원,21,병원,110000,서울,110003,강서구,마곡동,7788,"서울특별시 강서구 마곡중앙5로 22, 지하1,2지상4,1층 0,11,12호 (마곡동)",02-2690-2000,http://www.wellton.co.kr,20030502,126.825303,37.5672498
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,웰하이여성아동병원,21,병원,210000,부산,210012,부산강서구,명지동,46764,"부산광역시 강서구 명지오션시티4로 95, 2~8, 10층 일부호 (명지동)",051-201-8854,http://www.okmiso.co.kr,20190102,128.9039488,35.0804516
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,위대한탄생여성병원,21,병원,210000,부산,210013,부산연제구,연산동,47540,"부산광역시 연제구 중앙대로 1083, (연산동, 3~7층, 12층)",051-862-0010,,20130221,129.0801387,35.1848624
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEyMjIjNjEjJDEjJDgjJDgz,위대항병원,21,병원,210000,부산,210001,부산남구,대연동,48445,"부산광역시 남구 수영로 241, (대연동)",051-928-9000,,20130719,129.0929573,35.1353763
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,위드여성병원,21,병원,260000,울산,260001,울산남구,삼산동,44710,"울산광역시 남구 남중로 123, (삼산동)",052-915-8000,,20150817,129.3480072,35.5454856
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,위드힘병원,21,병원,110000,서울,110002,강동구,길동,5353,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 2,4,5층 (길동)",02-473-1531,http://withhimcancer.com/,20230201,127.1391046,37.536395
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,위례재활의학과병원,21,병원,310000,경기,310401,성남수정구,창곡동,13647,"경기도 성남시 수정구 위례서일로 6, 6층~9층 (창곡동)",031-751-0660,,20200423,127.1367046,37.4655966
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNjEjJDEjJDQjJDgz,위비앙병원,21,병원,110000,서울,110009,마포구,아현동,4115,"서울특별시 마포구 신촌로 240, (아현동)",02-6207-8811,,20210728,126.9524149,37.5569548
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz,유광사여성병원,21,병원,110000,서울,110003,강서구,화곡동,7698,"서울특별시 강서구 강서로 194, (화곡동)",02-2608-1011,,19940401,126.8388825,37.5435838
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,유나이티드병원,21,병원,310000,경기,311300,하남시,풍산동,12919,"경기도 하남시 미사강변대로 48, 해든마루빌딩 3, 4층일부, 5층 (풍산동)",1833-2275,,20190313,127.1862171,37.554348
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,유로병원,21,병원,350000,전북,350401,전주완산구,효자동3가,54963,"전라북도 전주시 완산구 효자로 169, (효자동3가)",063-231-6565,http://www.urohospital.com/,20090331,127.1039757,35.8193856
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,유성병원,21,병원,260000,울산,260003,울산중구,학산동,44469,"울산광역시 중구 장춘로 169, (학산동)",052-210-0100,,20051128,129.3267765,35.5589804
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz,유앤미 병원,21,병원,350000,전북,350401,전주완산구,서신동,54954,"전라북도 전주시 완산구 백제대로 361, (서신동)",063-279-1500,,20131224,127.1223013,35.8255283
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,유앤제이병원,21,병원,310000,경기,312300,김포시,양촌읍,10062,"경기도 김포시 양촌읍 양곡2로 30, 2,3층 (김포메디컬시티)",031-981-8114,,20170622,126.6275431,37.6540761
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjODEjJDEjJDYjJDgz,육군훈련소 지구병원,21,병원,340000,충남,340700,논산시,연무읍,33012,"충청남도 논산시 연무읍 득안대로 450-8, (연무읍)",041-740-7814,http://,19940611,127.0996297,36.110917
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,윤강병원,21,병원,310000,경기,310604,수원영통구,망포동,16680,"경기도 수원시 영통구 덕영대로1483번길 12, (망포동)",031-217-3000,,20200703,127.0534373,37.2463216
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjODEjJDEjJDIjJDgz,윤병원,21,병원,380000,경남,380704,창원의창구,서상동,51194,"경상남도 창원시 의창구 서상로12번길 57, (서상동)",055-255-7100,,19930317,128.6205885,35.2619779
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,윤서병원,21,병원,310000,경기,311000,구리시,인창동,11918,"경기도 구리시 건원대로 47, (인창동)",031-553-6650,,20030401,127.1395516,37.6052186
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,윤호병원,21,병원,110000,서울,110001,강남구,신사동,6017,"서울특별시 강남구 압구정로 304, 윤호병원 (지하1층,지하2층,1층~4층,7층)  (신사동)",02-512-0500,http://www.yoonhohospital.co.kr,19920715,127.0344243,37.5288504
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz,율하꿈나무병원,21,병원,380000,경남,380100,김해시,율하동,51018,"경상남도 김해시 율하3로 38, 7,8층 702,801호 (율하동)",055-331-9600,,20160219,128.8143922,35.1712567
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQwMyQyNjE0ODEjNjEjJDEjJDQjJDgz,으뜸병원,21,병원,310000,경기,310402,성남중원구,성남동,13376,"경기도 성남시 중원구 성남대로 1133, 성남 메트로칸 3,4층 (성남동)",031-759-1700,,20120716,127.128633,37.4310405
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNTEjJDEjJDYjJDgz,으뜸병원,21,병원,350000,전북,350401,전주완산구,평화동2가,55126,"전라북도 전주시 완산구 모악로 4678,  (평화동2가)",063-220-3300,,20051101,127.1305545,35.7868638
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,으뜸병원,21,병원,230000,대구,230006,대구중구,수동,41934,"대구광역시 중구 국채보상로 536, (수동)",053-423-0100,,20161111,128.5893415,35.8700627
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,은병원,21,병원,240000,광주,240002,광주북구,두암동,61198,"광주광역시 북구 동문대로 94, (두암동)",062-269-1500,,19960131,126.924412,35.1717017
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz,은평연세병원,21,병원,110000,서울,110015,은평구,갈현동,3334,"서울특별시 은평구 연서로 177, (갈현동)",02-388-8114,www.epyonsei.co.kr/,20060807,126.9174726,37.6146994
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEyMjIjNjEjJDEjJDgjJDgz,은혜병원,21,병원,380000,경남,380702,창원마산합포구,남성동,51721,"경상남도 창원시 마산합포구 해안대로 331-331, (남성동, 한백웨딩프라자)",055-222-9161,,20110421,128.5764803,35.2016318
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz,을지소아청소년과병원,21,병원,250000,대전,250002,대전대덕구,송촌동,34407,"대전광역시 대덕구 송촌북로 60-0, 3~7층 (송촌동,을지소아크리닉)",042-605-0000,,20171201,127.436092,36.3676172
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEwMDIjNTEjJDEjJDIjJDgz,의)상원의료재단부평힘찬병원,21,병원,220000,인천,220003,인천부평구,부평동,21399,"인천광역시 부평구 장제로 78, (부평동)",032-363-9121,http://himchanhospital.com/bupyung/main.php,20080610,126.7302155,37.4924399
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQxIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,의)청십자의료재단 행복한병원,21,병원,210000,부산,210004,부산진구,전포동,47318,"부산광역시 부산진구 봉수로 18, 지상 1층 일부, 2층 일부, 3층 일부 (전포동)",051-757-5119,happymc.co.kr/,20080101,129.0700475,35.1497852
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,의령병원,21,병원,380000,경남,380011,의령군,의령읍,52150,"경상남도 의령군 의령읍 의병로14길 10, (의령읍)",055-573-4100,,20081024,128.25865,35.3185917
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNTEjJDEjJDYjJDgz,의료법인 갑을의료재단 갑을구미재활병원,21,병원,370000,경북,370200,구미시,임수동,39391,"경상북도 구미시 3공단1로 280-3,  (임수동)",054-710-6000,,20130207,128.4027543,36.107467
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz,의료법인 갑을의료재단 갑을녹산병원,21,병원,210000,부산,210012,부산강서구,송정동,46754,"부산광역시 강서구 녹산산단321로 24-8, (송정동)",051-974-8300,www.bigmind.co.kr/bigmind.php,20090227,128.8533297,35.0905709
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNDEjJDEjJDQjJDgz,의료법인 계룡의료재단 계룡병원,21,병원,340000,충남,340800,계룡시,금암동,32827,"충청남도 계룡시 계룡대로 295, (금암동)",042-551-8275,,20100507,127.2569767,36.272599
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDQjJDgz,의료법인 관주의료재단 정다운병원,21,병원,350000,전북,350100,군산시,나운동,54126,"전라북도 군산시 대학로 236, (나운동)",063-460-3000,,20091126,126.6990121,35.971703
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,의료법인 나누리병원,21,병원,110000,서울,110003,강서구,화곡동,7718,"서울특별시 강서구 가로공원로 187, 나누리강서병원 (화곡동)",02-3665-9797,,20090924,126.8367214,37.537373
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjODEjJDEjJDIjJDgz,의료법인 대광의료재단 괴산성모병원,21,병원,330000,충북,330001,괴산군,괴산읍,28027,"충청북도 괴산군 괴산읍 임꺽정로 116-0, 괴산성모병원",043-830-5400,,20090918,127.7841693,36.8156182
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz,의료법인 대구의료재단 케이병원,21,병원,230000,대구,230003,대구북구,태전동,41452,"대구광역시 북구 칠곡중앙대로 357, (태전동)",053-310-7114,,20220304,128.5471789,35.9277028
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQwMyQyNjEwMDIjNTEjJDEjJDYjJDgz,의료법인 대아의료재단 시흥한도병원,21,병원,310000,경기,311700,시흥시,장곡동,15002,"경기도 시흥시 장곡로37번길 20, (장곡동)",031-463-7114,,20180302,126.7842652,37.3775315
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4MiQzNjE4MzIjNDEjJDEjJDQjJDgz,의료법인 대전미래의료재단 대전하나병원,21,병원,250000,대전,250005,대전중구,대사동,34964,"대전광역시 중구 계룡로 934, (대사동)",042-224-7575,www.mirehospital.co.kr/,20070528,127.4157793,36.3193704
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,의료법인 동오의료재단 도움병원,21,병원,370000,경북,371000,경산시,평산동,38609,"경상북도 경산시 평산1길 37-35, G동 3,4층 (평산동,도움병원)",053-810-0000,,20221017,128.7632304,35.7990474
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNzEjJDEjJDgjJDgz,의료법인 동인재단 동부병원,21,병원,350000,전북,350013,진안군,진안읍,55438,"전라북도 진안군 진안읍 마이산로 90-16, (진안읍)",063-433-2991,,19000101,127.4177781,35.7788515
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz,의료법인 라온의료재단 오창호수병원,21,병원,330000,충북,330103,청주청원구,오창읍,28120,"충청북도 청주시 청원구 오창읍 중심상업1로 54-0, (오창읍)",043-214-1004,,20201015,127.4276905,36.7147578
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,의료법인 리노의료재단 유성웰니스재활병원,21,병원,250000,대전,250001,대전유성구,봉명동,34187,"대전광역시 유성구 온천동로 15-0, 유성웰니스재활전문병원",042-824-6900,,20070807,127.3485927,36.3535048
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 명신의료재단 괴산서부병원,21,병원,330000,충북,330001,괴산군,괴산읍,28034,"충청북도 괴산군 괴산읍 읍내로 259-0, 서부병원",043-834-8275,,20060414,127.7927591,36.8067939
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQyNjEyMjIjNzEjJDEjJDgjJDgz,의료법인 명원의료재단 파인힐병원,21,병원,260000,울산,260100,울산울주군,상북면,44901,"울산광역시 울주군 상북면 석남로 900, (상북면)",052-263-0070,,20170609,129.0735147,35.6114419
